import time: self [us] | cumulative | imported package
import time:       962 |       2311 |                                                 sympy.strategies.rl
import time:      1337 |       1337 |                                                   sympy.strategies.core
import time:       671 |       2008 |                                                 sympy.strategies.traverse
import time:       686 |        686 |                                                 sympy.strategies.tools
import time:       956 |        956 |                                                     sympy.strategies.branch.core
import time:       537 |       1493 |                                                   sympy.strategies.branch.traverse
import time:       243 |        243 |                                                   sympy.strategies.branch.tools
import time:       627 |       2361 |                                                 sympy.strategies.branch
import time:      1641 |       9004 |                                               sympy.strategies
import time:       613 |        613 |                                               sympy.matrices.expressions._shape
import time:   1476299 |    1476299 |                                                   sympy.matrices.expressions.special
import time:   1536908 |    3013207 |                                                 sympy.matrices.expressions.matpow
import time:       777 |    3013984 |                                               sympy.matrices.expressions.inverse
import time:      2012 |       2012 |                                               sympy.matrices.expressions.transpose
import time:   1472060 |    1472060 |                                               sympy.matrices.expressions.permutation
import time:     15642 |    4513312 |                                             sympy.matrices.expressions.matmul
import time:   1442800 |    1442800 |                                             sympy.matrices.expressions.matadd
import time:       746 |        746 |                                             sympy.matrices.expressions.determinant
import time:      4406 |    5961263 |                                           sympy.matrices.expressions.matexpr
import time:      1096 |    5962359 |                                         sympy.matrices.expressions.slice
import time:       425 |        425 |                                           sympy.matrices.expressions.trace
import time:       719 |       1144 |                                         sympy.matrices.expressions.blockmatrix
import time:       255 |        255 |                                         sympy.matrices.expressions.companion
import time:       216 |        216 |                                         sympy.matrices.expressions.funcmatrix
import time:       248 |        248 |                                         sympy.matrices.expressions.adjoint
import time:       380 |        380 |                                         sympy.matrices.expressions.hadamard
import time:       448 |        448 |                                         sympy.matrices.expressions.diagonal
import time:       262 |        262 |                                         sympy.matrices.expressions.dotproduct
import time:       406 |        406 |                                         sympy.matrices.expressions.kronecker
import time:       332 |        332 |                                         sympy.matrices.expressions.sets
import time:      1016 |    5967061 |                                       sympy.matrices.expressions
import time:   1503398 |    7470458 |                                     sympy.matrices.immutable
import time:      2268 |   16670742 |                                   sympy.matrices
import time:   1477563 |   18148305 |                                 sympy.polys.partfrac
import time:   1508219 |    1508219 |                                 sympy.polys.fields
import time:      3438 |   76430485 |                               sympy.polys
import time:      1965 |       1965 |                                 sympy.series.order
import time:      1214 |       1214 |                                       sympy.calculus.euler
import time:       874 |        874 |                                       sympy.calculus.singularities
import time:       914 |        914 |                                       sympy.calculus.finite_diff
import time:      1718 |       1718 |                                         sympy.calculus.accumulationbounds
import time:      1319 |       3036 |                                       sympy.calculus.util
import time:      2122 |       8157 |                                     sympy.calculus
import time:       140 |       8297 |                                   sympy.calculus.accumulationbounds
import time:      1511 |       1511 |                                   sympy.series.gruntz
import time:   1563207 |    1573015 |                                 sympy.series.limits
import time:   1530673 |    1530673 |                                 sympy.series.series
import time:   1440382 |    1440382 |                                 sympy.series.approximants
import time:   1453005 |    1453005 |                                 sympy.series.residues
import time:   1568075 |    1568075 |                                 sympy.series.sequences
import time:      1125 |       1125 |                                   sympy.series.series_class
import time:      1903 |       3028 |                                 sympy.series.fourier
import time:      2405 |       2405 |                                       sympy.discrete.transforms
import time:   1639660 |    1639660 |                                       sympy.discrete.convolutions
import time:   1439880 |    3081944 |                                     sympy.discrete
import time:       220 |    3082164 |                                   sympy.discrete.convolutions
import time:   1557118 |    4639281 |                                 sympy.series.formal
import time:      1143 |       1143 |                                 sympy.series.limitseq
import time:      2114 |   12212678 |                               sympy.series
import time:       981 |        981 |                                     sympy.concrete.expr_with_limits
import time:       947 |       1927 |                                   sympy.concrete.expr_with_intlimits
import time:       943 |        943 |                                     sympy.concrete.gosper
import time:      1552 |       1552 |                                           sympy.integrals.rationaltools
import time:   1502691 |    1502691 |                                           sympy.integrals.deltafunctions
import time:      2905 |       2905 |                                           sympy.integrals.meijerint
import time:   1450203 |    1450203 |                                           sympy.integrals.trigonometry
import time:      2799 |    2960148 |                                         sympy.integrals.integrals
import time:       631 |        631 |                                                 sympy.polys.domainmatrix
import time:      1234 |       1865 |                                               sympy.polys.solvers
import time:      1360 |       3224 |                                             sympy.polys.matrices.linsolve
import time:      2320 |       5544 |                                           sympy.integrals.laplace
import time:      3313 |       8857 |                                         sympy.integrals.transforms
import time:   1687526 |    1687526 |                                         sympy.integrals.singularityfunctions
import time:   1502421 |    6158950 |                                       sympy.integrals
import time:       133 |    6159083 |                                     sympy.integrals.integrals
import time:      2199 |    6162224 |                                   sympy.concrete.summations
import time:      2159 |    6166309 |                                 sympy.concrete.products
import time:      2449 |    6168758 |                               sympy.concrete
import time:      2389 |       2389 |                                     sympy.simplify.gammasimp
import time:      1558 |       3947 |                                   sympy.simplify.combsimp
import time:       960 |        960 |                                   sympy.simplify.cse_opts
import time:   1557554 |    1557554 |                                     sympy.simplify.powsimp
import time:      3205 |    1560759 |                                   sympy.simplify.hyperexpand
import time:   1583921 |    1583921 |                                     sympy.simplify.sqrtdenest
import time:      2335 |    1586256 |                                   sympy.simplify.radsimp
import time:      2466 |       2466 |                                     sympy.simplify.cse_main
import time:      2392 |       2392 |                                     sympy.strategies.tree
import time:      4515 |       9372 |                                   sympy.simplify.trigsimp
import time:      3616 |    3164908 |                                 sympy.simplify.simplify
import time:   1601676 |    1601676 |                                 sympy.simplify.fu
import time:   1488743 |    1488743 |                                 sympy.simplify.epathtools
import time:   1462126 |    1462126 |                                 sympy.simplify.ratsimp
import time:      1783 |    7719235 |                               sympy.simplify
import time:      2116 |       2116 |                                   sympy.solvers.polysys
import time:      1564 |       1564 |                                   sympy.solvers.bivariate
import time:      4648 |       8327 |                                 sympy.solvers.solvers
import time:      1614 |       1614 |                                       sympy.solvers.solveset
import time:   2212178 |    2213791 |                                     sympy.solvers.diophantine.diophantine
import time:      2222 |    2216013 |                                   sympy.solvers.diophantine
import time:       100 |    2216113 |                                 sympy.solvers.diophantine.diophantine
import time:       518 |        518 |                                 sympy.solvers.recurr
import time:       962 |        962 |                                     sympy.solvers.deutils
import time:   1443504 |    1443504 |                                       sympy.solvers.ode.riccati
import time:      1186 |       1186 |                                       sympy.solvers.ode.hypergeometric
import time:   1502379 |    1502379 |                                         sympy.solvers.ode.subscheck
import time:       951 |    1503330 |                                       sympy.solvers.ode.nonhomogeneous
import time:      1214 |       1214 |                                         sympy.solvers.pde
import time:   1560135 |    1561349 |                                       sympy.solvers.ode.lie_group
import time:      3031 |    4512397 |                                     sympy.solvers.ode.single
import time:   2002512 |    6515871 |                                   sympy.solvers.ode.ode
import time:      2250 |       2250 |                                   sympy.solvers.ode.systems
import time:   1396429 |    7914549 |                                 sympy.solvers.ode
import time:      1305 |       1305 |                                 sympy.solvers.inequalities
import time:       570 |        570 |                                 sympy.solvers.decompogen
import time:       967 |        967 |                                 sympy.solvers.simplex
import time:      2496 |   10144840 |                               sympy.solvers
import time:       947 |        947 |                                   sympy.geometry.exceptions
import time:     11948 |      11948 |                                     sympy.sets.handlers.intersection
import time:      3368 |       3368 |                                     sympy.sets.handlers.union
import time:   1481445 |    1496760 |                                   sympy.geometry.entity
import time:   1754471 |    3252178 |                                 sympy.geometry.point
import time:   1462076 |    1462076 |                                   sympy.geometry.util
import time:      2967 |    1465042 |                                 sympy.geometry.line
import time:      1454 |       1454 |                                 sympy.geometry.plane
import time:   1635268 |    1635268 |                                 sympy.geometry.ellipse
import time:      1886 |    6355827 |                               sympy.geometry
import time:   1015609 |  181008671 |                             sympy
import time:      2668 |  181011339 |                           torch.fx.experimental.symbolic_shapes
import time:       834 |  181012173 |                         torch.distributed.tensor._collective_utils
import time:       864 |  183133700 |                       torch.distributed.tensor.placement_types
import time:       712 |  183134411 |                     torch.distributed.tensor._dtensor_spec
import time:       395 |  183134805 |                   torch.distributed.tensor._ops._conv_ops
import time:       651 |  183135456 |                 torch.distributed.tensor._ops
import time:       617 |  183136073 |               torch.distributed.tensor
import time:       612 |  183201735 |             transformers.model_debugging_utils
import time:       592 |  204648127 |           transformers.utils.generic
import time:       571 |  204655265 |         transformers.utils.auto_docstring
import time:      6991 |  204932304 |       transformers.utils
import time:        31 |  204932335 |     transformers.utils.versions
import time:       401 |  204932944 |   transformers.dependency_versions_check
import time:       402 |  204947516 | transformers
Traceback (most recent call last):
  File "<string>", line 1, in <module>
    import transformers
  File "/Users/smritisharma/Desktop/VSC/langchain-learning/langchain-models/venv/lib/python3.13/site-packages/transformers/__init__.py", line 27, in <module>
    from . import dependency_versions_check
  File "/Users/smritisharma/Desktop/VSC/langchain-learning/langchain-models/venv/lib/python3.13/site-packages/transformers/dependency_versions_check.py", line 16, in <module>
    from .utils.versions import require_version, require_version_core
  File "/Users/smritisharma/Desktop/VSC/langchain-learning/langchain-models/venv/lib/python3.13/site-packages/transformers/utils/__init__.py", line 24, in <module>
    from .auto_docstring import (
    ...<10 lines>...
    )
  File "/Users/smritisharma/Desktop/VSC/langchain-learning/langchain-models/venv/lib/python3.13/site-packages/transformers/utils/auto_docstring.py", line 30, in <module>
    from .generic import ModelOutput
  File "/Users/smritisharma/Desktop/VSC/langchain-learning/langchain-models/venv/lib/python3.13/site-packages/transformers/utils/generic.py", line 53, in <module>
    from ..model_debugging_utils import model_addition_debugger_context
  File "/Users/smritisharma/Desktop/VSC/langchain-learning/langchain-models/venv/lib/python3.13/site-packages/transformers/model_debugging_utils.py", line 33, in <module>
    import torch.distributed.tensor
  File "/Users/smritisharma/Desktop/VSC/langchain-learning/langchain-models/venv/lib/python3.13/site-packages/torch/distributed/tensor/__init__.py", line 4, in <module>
    import torch.distributed.tensor._ops  # force import all built-in dtensor ops
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/smritisharma/Desktop/VSC/langchain-learning/langchain-models/venv/lib/python3.13/site-packages/torch/distributed/tensor/_ops/__init__.py", line 2, in <module>
    from ._conv_ops import *  # noqa: F403
    ^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/smritisharma/Desktop/VSC/langchain-learning/langchain-models/venv/lib/python3.13/site-packages/torch/distributed/tensor/_ops/_conv_ops.py", line 7, in <module>
    from torch.distributed.tensor._dtensor_spec import DTensorSpec, TensorMeta
  File "/Users/smritisharma/Desktop/VSC/langchain-learning/langchain-models/venv/lib/python3.13/site-packages/torch/distributed/tensor/_dtensor_spec.py", line 10, in <module>
    from torch.distributed.tensor.placement_types import (
    ...<7 lines>...
    )
  File "/Users/smritisharma/Desktop/VSC/langchain-learning/langchain-models/venv/lib/python3.13/site-packages/torch/distributed/tensor/placement_types.py", line 17, in <module>
    from torch.distributed.tensor._collective_utils import (
    ...<6 lines>...
    )
  File "/Users/smritisharma/Desktop/VSC/langchain-learning/langchain-models/venv/lib/python3.13/site-packages/torch/distributed/tensor/_collective_utils.py", line 28, in <module>
    from torch.fx.experimental.symbolic_shapes import guard_or_false
  File "/Users/smritisharma/Desktop/VSC/langchain-learning/langchain-models/venv/lib/python3.13/site-packages/torch/fx/experimental/symbolic_shapes.py", line 3, in <module>
    import sympy
  File "/Users/smritisharma/Desktop/VSC/langchain-learning/langchain-models/venv/lib/python3.13/site-packages/sympy/__init__.py", line 203, in <module>
    from .geometry import (Point, Point2D, Point3D, Line, Ray, Segment, Line2D,
    ...<3 lines>...
            GeometryError, Curve, Parabola)
  File "/Users/smritisharma/Desktop/VSC/langchain-learning/langchain-models/venv/lib/python3.13/site-packages/sympy/geometry/__init__.py", line 17, in <module>
    from sympy.geometry.ellipse import Ellipse, Circle
  File "<frozen importlib._bootstrap>", line 1360, in _find_and_load
  File "<frozen importlib._bootstrap>", line 1331, in _find_and_load_unlocked
  File "<frozen importlib._bootstrap>", line 935, in _load_unlocked
  File "<frozen importlib._bootstrap_external>", line 1019, in exec_module
  File "<frozen importlib._bootstrap_external>", line 1115, in get_code
  File "<frozen importlib._bootstrap_external>", line 1215, in get_data
KeyboardInterrupt
